,execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution,p_object_pool,seed_clone,seed_mutations
7744,5,math,MATH-79b,79b,java.lang.NullPointerException,2,62328,0.25,4900.0,"[5.857142857142857,100][0.6,200][0.25,400]",0.3,0.2,3
7745,6,math,MATH-79b,79b,java.lang.NullPointerException,1,62328,0.25,5300.0,"[5.666666666666666,100][0.5,200][0.42857142857142855,2000][0.25,3400]",0.3,0.2,3
7746,6,math,MATH-79b,79b,java.lang.NullPointerException,2,62328,0.25,4400.0,"[4.5,100][0.25,300]",0.3,0.2,3
7747,7,math,MATH-79b,79b,java.lang.NullPointerException,1,62328,0.4285714285714285,4300.0,"[5.666666666666666,100][3.0,200][0.5,400][0.42857142857142855,2600]",0.3,0.2,3
7749,7,math,MATH-79b,79b,java.lang.NullPointerException,2,62328,0.25,4700.0,"[4.5,100][0.25,200]",0.3,0.2,3
7753,8,math,MATH-79b,79b,java.lang.NullPointerException,2,62328,0.25,3800.0,"[4.5,100][0.25,300]",0.3,0.2,3
7755,9,math,MATH-79b,79b,java.lang.NullPointerException,1,62328,0.25,5800.0,"[5.666666666666666,100][3.0,200][0.5,400][0.42857142857142855,1600][0.25,4300]",0.3,0.2,3
7758,9,math,MATH-79b,79b,java.lang.NullPointerException,2,62328,0.25,4000.0,"[6.0,100][0.25,200]",0.3,0.2,3
7759,10,math,MATH-79b,79b,java.lang.NullPointerException,1,62328,0.25,4500.0,"[5.666666666666666,100][0.5,200][0.4,500][0.25,1100]",0.3,0.2,3
7760,10,math,MATH-79b,79b,java.lang.NullPointerException,2,62328,0.25,6000.0,"[6.0,100][0.25,200]",0.3,0.2,3
8261,1,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8262,2,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8263,3,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8264,4,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8265,5,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8266,6,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8268,7,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8269,8,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8270,10,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8271,9,lang,LANG-16b,16b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8280,1,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1900.0,"[4.5,100]",0.3,0.2,3
8281,1,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,5000.0,"[3.0,100]",0.3,0.2,3
8282,2,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,,,,0.3,0.2,3
8283,2,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,5800.0,"[3.0,100]",0.3,0.2,3
8284,3,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2300.0,"[4.5,100]",0.3,0.2,3
8285,3,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2400.0,"[3.0,100]",0.3,0.2,3
8286,4,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2400.0,"[4.5,100]",0.3,0.2,3
8287,2,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,5700.0,"[5.245161290322581,100][5.142857142857142,200][4.491891891891892,800][4.4916201117318435,1300][4.48314606741573,1800][4.285714285714286,2500][4.0,3200][0.0,5700]",0.3,0.2,3
8288,4,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,4200.0,"[3.0,100]",0.3,0.2,3
8289,5,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2200.0,"[4.5,100]",0.3,0.2,3
8290,5,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2900.0,"[3.0,100]",0.3,0.2,3
8291,6,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,3000.0,"[3.0,100]",0.3,0.2,3
8292,7,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2000.0,"[4.5,100]",0.3,0.2,3
8293,7,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2200.0,"[3.0,100]",0.3,0.2,3
8294,6,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,,,,0.3,0.2,3
8295,8,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2600.0,"[4.5,100]",0.3,0.2,3
8296,8,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,600.0,"[3.0,100]",0.3,0.2,3
8297,9,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1900.0,"[4.5,100]",0.3,0.2,3
8298,1,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8299,10,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2000.0,"[4.5,100]",0.3,0.2,3
8300,1,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8301,10,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,0.7894736842105263,3100.0,"[3.0,100][0.7894736842105263,2300]",0.3,0.2,3
8302,2,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8303,2,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8304,5,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,6200.0,"[5.245161290322581,100][5.2105263157894735,200][5.181818181818182,500][5.142857142857142,700][4.490196078431373,2000][4.468085106382979,2300][4.444444444444445,2800][4.44,3000][4.333333333333334,3900][0.0,6200]",0.3,0.2,3
8305,3,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8306,3,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8307,9,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1000.0,"[3.0,100]",0.3,0.2,3
8308,4,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8309,4,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8310,5,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8311,6,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8312,5,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8313,6,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8314,7,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8315,7,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8316,8,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8317,8,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8318,9,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8319,9,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8320,1,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,3.0,9100.0,"[5.245161290322581,100][5.232558139534884,200][5.199999999999999,400][5.142857142857142,600][4.491428571428571,800][4.448275862068965,1100][4.285714285714286,2000][4.2,3100][4.0,4000][3.0,5900]",0.3,0.2,3
8321,1,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,6600.0,"[0.5521235521235521,100]",0.3,0.2,3
8322,10,lang,LANG-1b,1b,java.lang.NumberFormatException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8323,10,lang,LANG-1b,1b,java.lang.NumberFormatException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8324,1,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,7100.0,"[0.6647398843930636,100]",0.3,0.2,3
8325,7,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,6200.0,"[5.245161290322581,100][5.228571428571429,200][5.142857142857142,300][4.481927710843373,600][4.2,900][4.0,5700][0.0,6200]",0.3,0.2,3
8326,2,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,6800.0,"[3.0,100][0.5521235521235521,200]",0.3,0.2,3
8327,2,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,11300.0,"[0.6647398843930636,100]",0.3,0.2,3
8328,3,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,4.0,8200.0,"[5.245161290322581,100][5.142857142857142,200][4.0,300]",0.3,0.2,3
8329,3,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,8400.0,"[0.5521235521235521,100]",0.3,0.2,3
8330,3,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,7100.0,"[0.6647398843930636,100]",0.3,0.2,3
8331,4,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,4.285714285714286,8300.0,"[5.245161290322581,100][5.232558139534884,200][5.142857142857142,300][4.4896551724137925,600][4.48951048951049,1000][4.4879999999999995,1100][4.47887323943662,1200][4.285714285714286,1400]",0.3,0.2,3
8332,4,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,9100.0,"[0.6,100][0.5521235521235521,300]",0.3,0.2,3
8333,4,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,7600.0,"[0.6647398843930636,100]",0.3,0.2,3
8334,5,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,7600.0,"[3.0,100][0.6,200][0.5521235521235521,400]",0.3,0.2,3
8335,5,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,8500.0,"[0.6647398843930636,100]",0.3,0.2,3
8336,6,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,4.0,15300.0,"[5.245161290322581,100][5.142857142857142,200][4.0,300]",0.3,0.2,3
8337,6,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,12000.0,"[0.5521235521235521,100]",0.3,0.2,3
8338,10,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.0,6800.0,"[0.5521235521235521,100][0.0,6800]",0.3,0.2,3
8339,6,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,11100.0,"[0.6647398843930636,100]",0.3,0.2,3
8340,7,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.5521235521235521,12300.0,"[0.5521235521235521,100]",0.3,0.2,3
8341,7,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,11900.0,"[0.6647398843930636,100]",0.3,0.2,3
8342,8,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,4.285714285714286,15200.0,"[5.245161290322581,100][5.199999999999999,200][5.142857142857142,600][4.47887323943662,800][4.4,1500][4.285714285714286,1900]",0.3,0.2,3
8343,9,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.0,13500.0,"[0.5521235521235521,100][0.3225806451612903,11500][0.0,13500]",0.3,0.2,3
8344,8,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,2,62328,0.3225806451612903,15200.0,"[0.5521235521235521,100][0.3225806451612903,2400]",0.3,0.2,3
8345,8,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,23200.0,"[0.6647398843930636,100]",0.3,0.2,3
8346,9,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,0.3255813953488372,18400.0,"[5.245161290322581,100][5.217391304347826,200][5.199999999999999,400][5.181818181818182,600][5.142857142857142,900][4.486238532110091,3400][4.2,4100][4.0,5800][3.0,6600][0.42857142857142855,7400][0.32558139534883723,7600]",0.3,0.2,3
8347,9,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,15700.0,"[0.6647398843930636,100]",0.3,0.2,3
8348,10,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,1,62328,3.0,17700.0,"[5.245161290322581,100][5.142857142857142,200][4.47887323943662,900][3.0,1900]",0.3,0.2,3
8349,1,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,1100.0,"[3.0,100][0.0,1100]",0.3,0.2,3
8350,3,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8351,2,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,1900.0,"[3.0,100][0.0,1900]",0.3,0.2,3
8352,4,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,300.0,"[3.0,100][0.0,300]",0.3,0.2,3
8353,10,lang,LANG-19b,19b,java.lang.StringIndexOutOfBoundsException,3,62328,0.6647398843930636,11700.0,"[0.6647398843930636,100]",0.3,0.2,3
8354,5,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,500.0,"[3.0,100][0.0,500]",0.3,0.2,3
8355,1,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,8500.0,"[5.892857142857142,100][3.0,200][0.42857142857142855,400][0.4,1400]",0.3,0.2,3
8356,1,lang,LANG-20b,20b,java.lang.NullPointerException,2,62328,0.5714285714285715,4700.0,"[5.625,100][3.0,200][0.6,500][0.5714285714285715,900]",0.3,0.2,3
8357,1,lang,LANG-20b,20b,java.lang.NullPointerException,3,62328,0.6666666666666666,5800.0,"[4.5,100][3.0,200][0.6666666666666666,400]",0.3,0.2,3
8358,2,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,3800.0,"[5.892857142857142,100][3.0,200][0.42857142857142855,600][0.4,1300]",0.3,0.2,3
8359,2,lang,LANG-20b,20b,java.lang.NullPointerException,2,62328,0.5714285714285715,5900.0,"[5.625,100][3.0,200][0.6,800][0.5714285714285715,2500]",0.3,0.2,3
8360,2,lang,LANG-20b,20b,java.lang.NullPointerException,3,62328,0.6666666666666666,7000.0,"[4.5,100][3.0,200][0.6666666666666666,500]",0.3,0.2,3
8361,3,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,4000.0,"[3.0,100][0.42857142857142855,200][0.4,1000]",0.3,0.2,3
8362,3,lang,LANG-20b,20b,java.lang.NullPointerException,2,62328,0.5714285714285715,9600.0,"[5.625,100][3.0,200][0.6,1000][0.5714285714285715,1100]",0.3,0.2,3
8363,3,lang,LANG-20b,20b,java.lang.NullPointerException,3,62328,0.6666666666666666,10800.0,"[4.5,100][3.0,200][0.6923076923076923,800][0.6666666666666666,2500]",0.3,0.2,3
8364,6,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8365,4,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,7300.0,"[3.0,100][0.42857142857142855,300][0.4,4200]",0.3,0.2,3
8366,4,lang,LANG-20b,20b,java.lang.NullPointerException,2,62328,0.5714285714285715,5800.0,"[5.625,100][3.0,200][0.5714285714285715,500]",0.3,0.2,3
8367,4,lang,LANG-20b,20b,java.lang.NullPointerException,3,62328,0.6666666666666666,6600.0,"[4.5,100][3.0,200][0.6923076923076923,1100][0.6666666666666666,1500]",0.3,0.2,3
8368,5,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,6000.0,"[5.892857142857142,100][3.0,200][0.42857142857142855,800][0.4,1200]",0.3,0.2,3
8369,5,lang,LANG-20b,20b,java.lang.NullPointerException,2,62328,0.5714285714285715,4600.0,"[5.625,100][3.0,200][0.5714285714285715,400]",0.3,0.2,3
8370,7,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,300.0,"[3.0,100][0.0,300]",0.3,0.2,3
8371,8,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,400.0,"[3.0,100][0.0,400]",0.3,0.2,3
8378,5,lang,LANG-20b,20b,java.lang.NullPointerException,3,62328,0.6666666666666666,6100.0,"[4.5,100][3.0,200][0.6923076923076923,900][0.6666666666666666,1900]",0.3,0.2,3
8383,6,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,6300.0,"[5.892857142857142,100][0.4,200]",0.3,0.2,3
8384,9,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,1200.0,"[3.0,100][0.0,1200]",0.3,0.2,3
8385,6,lang,LANG-20b,20b,java.lang.NullPointerException,2,62328,0.5714285714285715,6400.0,"[5.625,100][3.0,200][0.6,300][0.5714285714285715,800]",0.3,0.2,3
8386,1,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8387,6,lang,LANG-20b,20b,java.lang.NullPointerException,3,62328,0.6666666666666666,6500.0,"[4.5,100][3.0,200][0.6923076923076923,500][0.6666666666666666,600]",0.3,0.2,3
8388,7,lang,LANG-20b,20b,java.lang.NullPointerException,1,62328,0.4,7300.0,"[5.892857142857142,100][3.0,200][0.4,300]",0.3,0.2,3
8389,1,lang,LANG-35b,35b,java.text.ParseException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8390,2,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8391,3,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8392,2,lang,LANG-35b,35b,java.text.ParseException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8393,4,lang,LANG-35b,35b,java.text.ParseException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8394,3,lang,LANG-35b,35b,java.text.ParseException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8395,4,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8396,10,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,1900.0,"[3.0,100][0.0,1900]",0.3,0.2,3
8397,5,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8398,7,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8399,6,lang,LANG-35b,35b,java.text.ParseException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8400,5,lang,LANG-35b,35b,java.text.ParseException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
8401,6,lang,LANG-35b,35b,java.text.ParseException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
