,execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution,p_object_pool,seed_clone,seed_mutations
18284,17,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,17000.0,"[0.7692307692307692,100][0.6637799286805909,1700][0.5973154362416108,2000][0.5504087193460491,7400][0.4230769230769231,8100]",0.3,0.2,3
18285,17,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,18700.0,"[3.0,100][0.5973154362416108,1900][0.4230769230769231,4500]",0.3,0.2,3
18286,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,40700.0,"[5.9375,100]",0.3,0.2,3
18287,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,5400.0,"[0.4230769230769231,100]",0.3,0.2,3
18288,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,6700.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18289,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,10100.0,"[3.0,100][0.5498953244940684,200][0.4230769230769231,1300]",0.3,0.2,3
18290,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,17600.0,"[3.0,100][0.5504087193460491,400][0.4230769230769231,700]",0.3,0.2,3
18291,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,17700.0,"[3.0,100][0.8032786885245902,1500][0.7692307692307692,2100][0.4230769230769231,10500]",0.3,0.2,3
18292,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,12800.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18293,18,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,11600.0,"[3.0,100][0.4230769230769231,700]",0.3,0.2,3
18294,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,28300.0,"[5.9375,100]",0.3,0.2,3
18295,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,8100.0,"[3.0,100][0.4230769230769231,500]",0.3,0.2,3
18296,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,6000.0,"[0.4230769230769231,100]",0.3,0.2,3
18297,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,8600.0,"[3.0,100][0.4230769230769231,500]",0.3,0.2,3
18298,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,8100.0,"[3.0,100][0.5504087193460491,1200][0.4230769230769231,2000]",0.3,0.2,3
18299,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,6500.0,"[3.0,100][0.5504087193460491,1100][0.4230769230769231,1400]",0.3,0.2,3
18300,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,13300.0,"[3.0,100][0.5504087193460491,800][0.4230769230769231,1200]",0.3,0.2,3
18301,19,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,21600.0,"[3.0,100][0.5504087193460491,600][0.4230769230769231,800]",0.3,0.2,3
18302,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,38000.0,"[5.9375,100]",0.3,0.2,3
18303,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,11100.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18304,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7400.0,"[3.0,100][0.5504087193460491,800][0.4230769230769231,1100]",0.3,0.2,3
18305,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,8300.0,"[0.6313519692403616,100][0.5504087193460491,400][0.4230769230769231,1600]",0.3,0.2,3
18306,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,21300.0,"[3.0,100][0.4230769230769231,700]",0.3,0.2,3
18307,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,17500.0,"[3.0,100][0.5973154362416108,200][0.5504087193460491,2100][0.4230769230769231,2500]",0.3,0.2,3
18308,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,12900.0,"[3.0,100][0.5973154362416108,500][0.5504087193460491,8300][0.4230769230769231,9000]",0.3,0.2,3
18309,20,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,10000.0,"[3.0,100][0.4230769230769231,700]",0.3,0.2,3
18310,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,27300.0,"[5.9375,100]",0.3,0.2,3
18311,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,6400.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18312,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7200.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18313,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,3500.0,"[3.0,100][0.5516074450084603,300][0.5498953244940684,400][0.4230769230769231,2600]",0.3,0.2,3
18314,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,16600.0,"[3.0,100][0.4230769230769231,700]",0.3,0.2,3
18315,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,14700.0,"[3.0,100][0.7692307692307692,1900][0.5504087193460491,2000][0.4230769230769231,2600]",0.3,0.2,3
18316,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,3.0,7300.0,"[3.0,100]",0.3,0.2,3
18317,21,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,10200.0,"[3.0,100][0.5504087193460491,1300][0.4230769230769231,1700]",0.3,0.2,3
18318,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,62400.0,"[5.9375,100]",0.3,0.2,3
18319,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,42700.0,"[5.9375,100]",0.3,0.2,3
18320,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,7800.0,"[3.0,100][0.4230769230769231,400]",0.3,0.2,3
18321,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7100.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18322,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,9600.0,"[3.0,100][0.5504087193460491,200][0.4230769230769231,600]",0.3,0.2,3
18323,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,16500.0,"[3.0,100][0.4230769230769231,6600]",0.3,0.2,3
18324,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.5973154362416108,7000.0,"[3.0,100][0.7692307692307692,3900][0.6637799286805909,5500][0.5973154362416108,5800]",0.3,0.2,3
18325,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,13500.0,"[3.0,100][0.5504087193460491,2400][0.4230769230769231,2600]",0.3,0.2,3
18326,22,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,3.0,6800.0,"[3.0,100]",0.3,0.2,3
18327,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,8000.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18328,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,6200.0,"[3.0,100][0.5504087193460491,700][0.4230769230769231,1000]",0.3,0.2,3
18329,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,9600.0,"[3.0,100][0.5509331259720062,200][0.5504087193460491,1500][0.4230769230769231,2200]",0.3,0.2,3
18330,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,14900.0,"[3.0,100][0.4230769230769231,1100]",0.3,0.2,3
18331,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,12600.0,"[3.0,100][0.7692307692307692,4900][0.5504087193460491,5000][0.4230769230769231,5300]",0.3,0.2,3
18332,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.5973154362416108,7100.0,"[3.0,100][0.5973154362416108,3900]",0.3,0.2,3
18333,23,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,13500.0,"[3.0,100][0.4230769230769231,900]",0.3,0.2,3
18334,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,28800.0,"[5.9375,100]",0.3,0.2,3
18335,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,7300.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18336,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,62400.0,"[5.9375,100]",0.3,0.2,3
18337,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,9100.0,"[3.0,100][0.4230769230769231,400]",0.3,0.2,3
18338,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,10000.0,"[3.0,100][0.5509331259720062,600][0.5498953244940684,1100][0.4230769230769231,1600]",0.3,0.2,3
18339,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,17500.0,"[3.0,100][0.5504087193460491,1200][0.4230769230769231,1600]",0.3,0.2,3
18340,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,17700.0,"[3.0,100][0.5973154362416108,4600][0.5504087193460491,5800][0.4230769230769231,6100]",0.3,0.2,3
18341,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,18900.0,"[3.0,100][0.8235294117647058,1600][0.5973154362416108,2500][0.5504087193460491,5700][0.4230769230769231,6100]",0.3,0.2,3
18342,24,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,18400.0,"[3.0,100][0.5504087193460491,3400][0.4230769230769231,3900]",0.3,0.2,3
18343,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,30800.0,"[5.9375,100]",0.3,0.2,3
18344,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,6600.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18345,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,5700.0,"[3.0,100][0.5504087193460491,700][0.4230769230769231,800]",0.3,0.2,3
18346,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,7200.0,"[0.4230769230769231,100]",0.3,0.2,3
18347,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,9500.0,"[3.0,100][0.4230769230769231,4400]",0.3,0.2,3
18348,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.5973154362416108,9800.0,"[3.0,100][0.7692307692307692,1200][0.6637799286805909,2100][0.5973154362416108,2700]",0.3,0.2,3
18349,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,13900.0,"[3.0,100][0.5504087193460491,500][0.4230769230769231,1300]",0.3,0.2,3
18350,25,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,14100.0,"[3.0,100][0.5973154362416108,400][0.4230769230769231,700]",0.3,0.2,3
18351,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,3800.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18352,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,9100.0,"[3.0,100][0.4230769230769231,400]",0.3,0.2,3
18353,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,8800.0,"[3.0,100][0.6313519692403616,800][0.5498953244940684,900][0.4230769230769231,2200]",0.3,0.2,3
18354,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,11700.0,"[3.0,100][0.4230769230769231,1400]",0.3,0.2,3
18355,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,9800.0,"[3.0,100][0.7692307692307692,400][0.4230769230769231,1200]",0.3,0.2,3
18356,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,18000.0,"[3.0,100][0.7692307692307692,2100][0.5504087193460491,6900][0.4230769230769231,7100]",0.3,0.2,3
18357,26,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,14500.0,"[3.0,100][0.5973154362416108,2900][0.5504087193460491,4600][0.4230769230769231,4800]",0.3,0.2,3
18358,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,38800.0,"[5.9375,100]",0.3,0.2,3
18359,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,5800.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18360,11,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,1800.0,"[5.96875,100][4.909090909090909,600][4.444444444444445,1200][4.4,1500][4.0,1700][0.0,1800]",0.3,0.2,3
18361,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7500.0,"[4.499999969759219,100][3.0,200][0.4230769230769231,500]",0.3,0.2,3
18362,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,7400.0,"[3.0,100][0.6313519692403616,200][0.5509331259720062,1200][0.5498953244940684,1400][0.4230769230769231,3200]",0.3,0.2,3
18363,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,13300.0,"[3.0,100][0.5504087193460491,1100][0.4230769230769231,1200]",0.3,0.2,3
18364,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,12100.0,"[3.0,100][0.7692307692307692,3300][0.5504087193460491,3500][0.4230769230769231,3700]",0.3,0.2,3
18365,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,7700.0,"[3.0,100][0.5973154362416108,1000][0.5504087193460491,1300][0.4230769230769231,1900]",0.3,0.2,3
18366,27,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,14400.0,"[3.0,100][0.5973154362416108,4300][0.5504087193460491,5500][0.4230769230769231,5800]",0.3,0.2,3
18367,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,27200.0,"[5.9375,100]",0.3,0.2,3
18368,11,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,400.0,"[4.5,100][0.332378223495702,300][0.0,400]",0.3,0.2,3
18369,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,4700.0,"[3.0,100][0.4230769230769231,500]",0.3,0.2,3
18370,11,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,400.0,"[4.5,100][0.332378223495702,300][0.0,400]",0.3,0.2,3
18371,11,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,700.0,"[4.5,100][0.332378223495702,300][0.3307086614173228,500][0.0,700]",0.3,0.2,3
18372,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7000.0,"[3.0,100][0.453125,1800][0.4230769230769231,2300]",0.3,0.2,3
18373,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,7100.0,"[3.0,100][0.5504087193460491,200][0.5498953244940684,300][0.4230769230769231,1300]",0.3,0.2,3
18374,12,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,400.0,"[5.96875,100][0.0,400]",0.3,0.2,3
18375,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,19100.0,"[3.0,100][0.5504087193460491,1000][0.4230769230769231,1500]",0.3,0.2,3
18376,12,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,1000.0,"[4.5,100][3.0,700][0.0,1000]",0.3,0.2,3
18377,12,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,1000.0,"[4.5,100][0.332378223495702,300][0.3307086614173228,500][0.0,1000]",0.3,0.2,3
18378,12,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,800.0,"[4.5,100][0.3307086614173228,300][0.0,800]",0.3,0.2,3
18379,13,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,700.0,"[4.411764705882353,100][0.0,700]",0.3,0.2,3
18380,13,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,600.0,"[4.5,100][3.0,200][0.3307086614173228,400][0.0,600]",0.3,0.2,3
18381,13,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,500.0,"[4.5,100][3.0,300][0.0,500]",0.3,0.2,3
18382,14,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,400.0,"[5.96875,100][0.0,400]",0.3,0.2,3
18383,13,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,1000.0,"[4.5,100][3.0,200][0.3307086614173228,900][0.0,1000]",0.3,0.2,3
18384,14,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,600.0,"[4.5,100][3.0,200][0.3307086614173228,300][0.0,600]",0.3,0.2,3
18385,14,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,800.0,"[4.5,100][3.0,200][0.332378223495702,500][0.0,800]",0.3,0.2,3
18386,14,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,900.0,"[4.5,100][3.0,600][0.0,900]",0.3,0.2,3
18387,15,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,300.0,"[4.5,100][0.0,300]",0.3,0.2,3
18388,15,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,300.0,"[5.96875,100][4.411764705882353,200][0.0,300]",0.3,0.2,3
18389,15,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,300.0,"[4.5,100][0.332378223495702,200][0.0,300]",0.3,0.2,3
18390,15,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,1300.0,"[4.5,100][3.0,200][0.3307086614173228,500][0.0,1300]",0.3,0.2,3
18391,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,11200.0,"[3.0,100][0.5973154362416108,1400][0.5504087193460491,5700][0.4230769230769231,5800]",0.3,0.2,3
18392,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,16400.0,"[0.7692307692307692,100][0.5973154362416108,4300][0.4230769230769231,4500]",0.3,0.2,3
18393,28,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,18500.0,"[3.0,100][0.5504087193460491,2300][0.4230769230769231,2800]",0.3,0.2,3
18394,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,33800.0,"[5.9375,100]",0.3,0.2,3
18395,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,6300.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18396,16,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,500.0,"[4.5,100][3.0,200][0.0,500]",0.3,0.2,3
18397,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,8700.0,"[3.0,100][0.4230769230769231,300]",0.3,0.2,3
18398,16,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,300.0,"[3.0,100][0.0,300]",0.3,0.2,3
18399,16,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,400.0,"[4.5,100][3.0,200][0.0,400]",0.3,0.2,3
18400,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,7200.0,"[3.0,100][0.5504087193460491,600][0.5498953244940684,2700][0.4230769230769231,4300]",0.3,0.2,3
18401,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,13400.0,"[3.0,100][0.4230769230769231,2000]",0.3,0.2,3
18402,16,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,1000.0,"[5.96875,100][4.411764705882353,400][0.0,1000]",0.3,0.2,3
18403,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,14400.0,"[3.0,100][0.6637799286805909,800][0.5973154362416108,1100][0.5504087193460491,11000][0.4230769230769231,11600]",0.3,0.2,3
18404,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,10300.0,"[3.0,100][0.5973154362416108,2500][0.4230769230769231,5700]",0.3,0.2,3
18405,29,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,11000.0,"[3.0,100][0.4230769230769231,700]",0.3,0.2,3
18406,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,24200.0,"[5.9375,100]",0.3,0.2,3
18407,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,7300.0,"[0.4230769230769231,100]",0.3,0.2,3
18408,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,5900.0,"[3.0,100][0.4230769230769231,200]",0.3,0.2,3
18409,17,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,200.0,"[4.5,100][0.0,200]",0.3,0.2,3
18410,17,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,400.0,"[4.5,100][3.0,200][0.0,400]",0.3,0.2,3
18411,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,7700.0,"[0.5504087193460491,100][0.4230769230769231,500]",0.3,0.2,3
18412,18,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,300.0,"[4.5,100][0.0,300]",0.3,0.2,3
18413,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,11000.0,"[3.0,100][0.4230769230769231,2100]",0.3,0.2,3
18414,18,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,700.0,"[5.96875,100][4.444444444444445,500][4.411764705882353,600][0.0,700]",0.3,0.2,3
18415,17,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,1200.0,"[4.5,100][0.3307086614173228,200][0.0,1200]",0.3,0.2,3
18416,17,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,1100.0,"[5.96875,100][4.956521739130435,600][4.363636363636363,800][4.0,1000][0.0,1100]",0.3,0.2,3
18417,18,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,700.0,"[4.5,100][0.3307086614173228,200][0.0,700]",0.3,0.2,3
18418,18,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,3,62328,0.0,600.0,"[3.0,100][0.3307086614173228,200][0.0,600]",0.3,0.2,3
18419,19,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,700.0,"[4.5,100][0.332378223495702,400][0.0,700]",0.3,0.2,3
18420,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.7692307692307692,3900.0,"[3.0,100][0.7692307692307692,700]",0.3,0.2,3
18421,20,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,2,62328,0.0,400.0,"[4.5,100][0.332378223495702,200][0.0,400]",0.3,0.2,3
18422,20,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,500.0,"[4.5,100][0.3307086614173228,200][0.0,500]",0.3,0.2,3
18423,20,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,1,62328,0.0,900.0,"[5.96875,100][4.961538461538462,300][4.9411764705882355,400][4.451612903225806,500][4.444444444444445,600][0.0,900]",0.3,0.2,3
18424,30,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,11000.0,"[3.0,100][0.6637799286805909,2700][0.5973154362416108,2900][0.5504087193460491,7000][0.4230769230769231,7300]",0.3,0.2,3
18425,19,math,MATH-38b,38b,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,4,62328,0.0,700.0,"[4.5,100][3.0,300][0.0,700]",0.3,0.2,3
