,application,case,version,execution_idx,exception_name,exception_kind,frame_level,all_frames_count,project_frames_count,test_case_path,log_path,err_path,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,line_fitness_value,line_fitness_time_msec,line_fitness_number_of_eval,exception_fitness_value,exception_fitness_time_msec,exception_fitness_number_of_eval,stacktrace_similarity_value,stacktrace_similarity_fitness_msec,stacktrace_similarity_number_of_eval,fitness_function_value,fitness_function_time_msec,fitness_function_number_of_tries,execution_time,total_number_of_eval,fitness_function_evolution
1546,time,TIME-7b,7b,9,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,16856.0,366.0,0.0,16856.0,366.0,0.0,16856.0,366.0,0.0,16856.0,366.0,17.0,416.0,(4.2;101;6174)(0.0;416;16856)
1548,time,TIME-18b,18b,9,org.joda.time.IllegalFieldValueException,Custom Exception,2,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-2/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,858.0,1.0,0.0,861.0,1.0,0.2222222222222222,1978.0,29.0,0.2222222222222222,1979.0,29.0,,,(0.22222222222222224;101;1979)
1550,time,TIME-7b,7b,10,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5113.0,104.0,0.0,5296.0,109.0,0.0,23012.0,1607.0,0.0,23012.0,1607.0,23.0,1676.0,(4.5;101;1346)(0.3;206;5296)(0.0;1676;23012)
1552,time,TIME-7b,7b,10,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5572.0,3.0,0.0,5572.0,3.0,0.0,5572.0,3.0,0.0,5572.0,3.0,8.0,101.0,(0.0;101;5572)
1554,time,TIME-18b,18b,9,org.joda.time.IllegalFieldValueException,Custom Exception,3,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-3/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,608.0,1.0,0.0,1447.0,6.0,0.2222222222222222,9492.0,602.0,0.2222222222222222,9492.0,602.0,,,(0.29729729729729726;101;2050)(0.22222222222222224;626;9492)
1556,time,TIME-8b,8b,1,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2734.0,10.0,0.0,2741.0,10.0,0.0,2741.0,10.0,0.0,2741.0,10.0,4.0,101.0,(0.0;101;2741)
1558,time,TIME-7b,7b,10,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5021.0,3.0,0.0,5021.0,3.0,0.0,11925.0,229.0,0.0,11925.0,229.0,14.0,311.0,(0.3;101;5022)(0.0;311;11925)
1560,time,TIME-8b,8b,2,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3358.0,20.0,0.0,3358.0,20.0,0.0,3358.0,20.0,0.0,3358.0,20.0,5.0,101.0,(0.0;101;3358)
1562,time,TIME-8b,8b,3,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2752.0,5.0,0.0,2753.0,5.0,0.0,2753.0,5.0,0.0,2753.0,5.0,5.0,101.0,(0.0;101;2753)
1564,time,TIME-8b,8b,4,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1540.0,10.0,0.0,1540.0,10.0,0.0,1540.0,10.0,0.0,1540.0,10.0,5.0,101.0,(0.0;101;1540)
1566,time,TIME-8b,8b,5,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2913.0,11.0,0.0,2913.0,11.0,0.0,2913.0,11.0,0.0,2913.0,11.0,6.0,101.0,(0.0;101;2913)
1568,time,TIME-8b,8b,6,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2828.0,9.0,0.0,2828.0,9.0,0.0,2828.0,9.0,0.0,2829.0,9.0,5.0,101.0,(0.0;101;2829)
1570,time,TIME-8b,8b,7,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2650.0,4.0,0.0,2651.0,4.0,0.0,2651.0,4.0,0.0,2651.0,4.0,4.0,101.0,(0.0;101;2651)
1572,time,TIME-8b,8b,8,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1918.0,4.0,0.0,1918.0,4.0,0.0,1918.0,4.0,0.0,1918.0,4.0,5.0,101.0,(0.0;101;1918)
1574,time,TIME-18b,18b,9,org.joda.time.IllegalFieldValueException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-5/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1091.0,1.0,0.0,1091.0,1.0,0.2972972972972972,6308.0,301.0,0.2972972972972972,6308.0,301.0,,,(0.34042553191489366;101;2540)(0.29729729729729726;311;6308)
1576,time,TIME-8b,8b,9,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1843.0,7.0,0.0,1843.0,7.0,0.0,1843.0,7.0,0.0,1843.0,7.0,5.0,101.0,(0.0;101;1843)
1578,time,TIME-8b,8b,10,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-8b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-8b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1234.0,5.0,0.0,1234.0,5.0,0.0,1234.0,5.0,0.0,1234.0,5.0,4.0,101.0,(0.0;101;1234)
1580,time,TIME-18b,18b,10,org.joda.time.IllegalFieldValueException,Custom Exception,2,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,748.0,1.0,0.0,1987.0,4.0,0.2222222222222222,1994.0,5.0,0.2222222222222222,1994.0,5.0,,,(0.22222222222222224;101;1994)
1582,time,TIME-18b,18b,10,org.joda.time.IllegalFieldValueException,Custom Exception,3,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,681.0,1.0,0.0,685.0,1.0,0.2222222222222222,11741.0,701.0,0.2222222222222222,11741.0,701.0,,,(0.35463593504452595;101;1668)(0.3196881091617934;521;9108)(0.22222222222222224;731;11741)
1584,time,TIME-18b,18b,10,org.joda.time.IllegalFieldValueException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-5/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2291.0,3.0,0.0,2291.0,3.0,0.2972972972972972,13585.0,989.0,0.2972972972972972,13585.0,989.0,,,(0.34042553191489366;101;2829)(0.29729729729729726;1046;13585)
1586,time,TIME-7b,7b,8,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2161.0,3.0,0.0,9649.0,170.0,0.0,199995.0,12137.0,0.0,199995.0,12137.0,201.0,12176.0,(3.0;101;2161)(0.45;206;9649)(0.4411764705882353;521;18006)(0.42857142857142855;1466;41344)(0.3;10706;183320)(0.0;12176;199995)
1594,time,TIME-5b,5b,2,java.lang.UnsupportedOperationException,Java Runtime Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-5b/frame-3/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2914.0,4.0,0.0,4973.0,100.0,0.40625,4973.0,100.0,0.40625,4973.0,100.0,455.0,65444.0,(0.40625000000000006;101;4973)
1596,time,TIME-5b,5b,4,java.lang.UnsupportedOperationException,Java Runtime Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-5b/frame-3/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3937.0,23.0,0.0,3958.0,23.0,0.40625,3957.0,23.0,0.40625,3958.0,23.0,430.0,65444.0,(0.40625000000000006;101;3958)
1598,time,TIME-5b,5b,5,java.lang.UnsupportedOperationException,Java Runtime Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-5b/frame-3/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3240.0,22.0,0.0,3240.0,22.0,0.40625,3240.0,22.0,0.40625,3240.0,22.0,470.0,65444.0,(0.40625000000000006;101;3240)
1602,time,TIME-2b,2b,7,java.lang.IllegalArgumentException,Java Runtime Exception,2,2,2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-2b/frame-2/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-2b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-2b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,7529.0,153.0,0.0,8530.0,183.0,0.0,550815.0,38907.0,0.0,550815.0,38907.0,551.0,38951.0,(4.8;101;4778)(0.3695652173913043;206;8531)(0.3;521;16531)(0.28571428571428575;1571;31759)(0.0;38951;550815)
1604,time,TIME-7b,7b,1,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4605.0,5.0,0.0,16699.0,344.0,0.0,434370.0,23426.0,0.0,434370.0,23426.0,435.0,23516.0,(3.0;101;4605)(0.4472182596291012;416;16699)(0.4411764705882353;1046;32358)(0.42857142857142855;1466;41703)(0.0;23516;434370)
1608,time,TIME-2b,2b,6,java.lang.IllegalArgumentException,Java Runtime Exception,2,2,2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-2b/frame-2/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-2b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-2b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,8353.0,147.0,0.0,18694.0,742.0,0.2857142857142857,18694.0,742.0,0.2857142857142857,18694.0,742.0,,,(4.0;101;4658)(3.0;206;8353)(0.28571428571428575;836;18694)
1612,time,TIME-5b,5b,8,java.lang.UnsupportedOperationException,Java Runtime Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-5b/frame-3/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3672.0,11.0,0.0,7604.0,155.0,0.40625,7604.0,155.0,0.40625,7604.0,155.0,535.0,65444.0,(3.0;101;3672)(0.40625000000000006;206;7604)
1618,time,TIME-5b,5b,10,java.lang.UnsupportedOperationException,Java Runtime Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-5b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1997.0,6.0,1.0,1714.0,1.0,1.0,1714.0,1.0,3.0,1997.0,6.0,570.0,65444.0,(3.0;101;1997)
1626,time,TIME-7b,7b,2,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4492.0,6.0,0.0,31221.0,1007.0,0.4285714285714285,42473.0,1498.0,0.4285714285714285,42473.0,1498.0,,,(3.0;101;4492)(0.4472182596291012;1046;31222)(0.42857142857142855;1571;42473)
1628,time,TIME-7b,7b,3,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4508.0,6.0,0.0,33795.0,968.0,0.4285714285714285,45674.0,1592.0,0.4285714285714285,45675.0,1592.0,,,(3.0;101;4509)(0.4411764705882353;1046;33795)(0.42857142857142855;1676;45675)
1630,time,TIME-7b,7b,4,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4018.0,2.0,0.0,15592.0,345.0,0.4285714285714285,59403.0,1928.0,0.4285714285714285,59404.0,1928.0,,,(3.0;101;4019)(0.4472182596291012;416;15592)(0.42857142857142855;1991;59404)
1632,time,TIME-7b,7b,7,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4262.0,11.0,0.0,16547.0,334.0,0.0,530497.0,35454.0,0.0,530497.0,35454.0,531.0,35486.0,(3.0;101;4262)(0.4411764705882353;416;16547)(0.42857142857142855;5561;114768)(0.40909090909090906;33806;504802)(0.0;35486;530497)
1634,time,TIME-7b,7b,5,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2970.0,4.0,0.0,8255.0,146.0,0.4285714285714285,30395.0,1225.0,0.4285714285714285,30396.0,1225.0,,,(3.0;101;2970)(0.4411764705882353;206;8255)(0.42857142857142855;1256;30396)
1636,time,TIME-7b,7b,6,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2427.0,2.0,0.0,14815.0,391.0,0.4285714285714285,51103.0,1725.0,0.4285714285714285,51104.0,1725.0,,,(3.0;101;2427)(0.4411764705882353;416;14815)(0.42857142857142855;1781;51104)
1642,time,TIME-7b,7b,10,org.joda.time.IllegalFieldValueException,Custom Exception,6,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-6/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-6/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4452.0,9.0,0.0,17778.0,471.0,0.0,548729.0,34683.0,0.0,548729.0,34683.0,549.0,34751.0,(3.0;101;4452)(0.4472182596291012;521;17778)(0.4411764705882353;1151;36524)(0.42857142857142855;2411;55771)(0.0;34751;548729)
