,application,case,version,execution_idx,exception_name,exception_kind,frame_level,all_frames_count,project_frames_count,test_case_path,log_path,err_path,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,line_fitness_value,line_fitness_time_msec,line_fitness_number_of_eval,exception_fitness_value,exception_fitness_time_msec,exception_fitness_number_of_eval,stacktrace_similarity_value,stacktrace_similarity_fitness_msec,stacktrace_similarity_number_of_eval,fitness_function_value,fitness_function_time_msec,fitness_function_number_of_tries,execution_time,total_number_of_eval,fitness_function_evolution
1470,time,TIME-18b,18b,7,org.joda.time.IllegalFieldValueException,Custom Exception,3,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-3/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1888.0,6.0,0.0,1888.0,6.0,0.2222222222222222,21859.0,1734.0,0.2222222222222222,21859.0,1734.0,,,(0.29729729729729726;101;2286)(0.22222222222222224;1781;21859)
1472,time,TIME-7b,7b,4,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,989.0,1.0,0.0,989.0,1.0,0.0,989.0,1.0,0.0,989.0,1.0,4.0,101.0,(0.0;101;989)
1474,time,TIME-7b,7b,4,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4325.0,123.0,0.0,5861.0,193.0,0.0,5860.0,193.0,0.0,5861.0,193.0,6.0,206.0,(4.5;101;886)(0.0;206;5861)
1476,time,TIME-7b,7b,3,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,6703.0,53.0,0.0,10797.0,200.0,0.0,16927.0,433.0,0.0,16927.0,433.0,18.0,521.0,(3.0;101;6703)(0.3958333333333333;206;10797)(0.3;311;12185)(0.0;521;16927)
1478,time,TIME-7b,7b,3,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,11505.0,183.0,0.0,11505.0,183.0,0.0,15872.0,337.0,0.0,15872.0,337.0,17.0,416.0,(4.875;101;4344)(0.3958333333333333;206;11519)(0.0;416;15872)
1480,time,TIME-7b,7b,5,org.joda.time.IllegalFieldValueException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-3/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
1482,time,TIME-7b,7b,5,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1499.0,7.0,0.0,1499.0,7.0,0.0,1499.0,7.0,0.0,1499.0,7.0,4.0,101.0,(0.0;101;1499)
1484,time,TIME-7b,7b,4,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4936.0,2.0,0.0,4937.0,2.0,0.0,15737.0,355.0,0.0,15737.0,355.0,16.0,416.0,(0.3958333333333333;101;4937)(0.0;416;15737)
1486,time,TIME-7b,7b,5,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3765.0,117.0,0.0,9229.0,525.0,0.0,17106.0,1354.0,0.0,17106.0,1354.0,17.0,1361.0,(4.5;101;850)(3.0;206;3765)(0.3;626;9230)(0.0;1361;17106)
1488,time,TIME-18b,18b,7,org.joda.time.IllegalFieldValueException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-5/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1698.0,4.0,0.0,1698.0,4.0,0.2972972972972972,5977.0,349.0,0.2972972972972972,5977.0,349.0,,,(0.34042553191489366;101;2356)(0.29729729729729726;416;5977)
1490,time,TIME-7b,7b,6,org.joda.time.IllegalFieldValueException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-3/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
1492,time,TIME-7b,7b,6,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2642.0,16.0,0.0,4121.0,108.0,0.0,4121.0,108.0,0.0,4121.0,108.0,5.0,206.0,(3.0;101;2643)(0.0;206;4121)
1494,time,TIME-7b,7b,5,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5452.0,8.0,0.0,5452.0,8.0,0.0,12645.0,262.0,0.0,12645.0,262.0,14.0,311.0,(0.3;101;5452)(0.0;311;12645)
1496,time,TIME-7b,7b,5,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,9054.0,117.0,0.0,9054.0,117.0,0.0,11399.0,223.0,0.0,11399.0,223.0,13.0,311.0,(4.2;101;3966)(0.3958333333333333;206;9055)(0.0;311;11399)
1498,time,TIME-7b,7b,4,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,6578.0,9.0,0.0,6578.0,9.0,0.0,41065.0,1797.0,0.0,41066.0,1797.0,42.0,1886.0,(0.3;101;6589)(0.0;1886;41066)
1500,time,TIME-18b,18b,8,org.joda.time.IllegalFieldValueException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-5/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1312.0,2.0,0.0,2880.0,10.0,0.2972972972972972,3759.0,94.0,0.2972972972972972,3759.0,94.0,535.0,65444.0,(0.29729729729729726;101;3759)
1502,time,TIME-7b,7b,6,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4033.0,104.0,0.0,14324.0,806.0,0.0,14781.0,848.0,0.0,14781.0,848.0,15.0,941.0,(4.5;101;1027)(3.0;206;4033)(0.37499999999999994;836;14324)(0.0;941;14781)
1504,time,TIME-7b,7b,7,org.joda.time.IllegalFieldValueException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-3/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
1506,time,TIME-7b,7b,7,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2349.0,19.0,0.0,3617.0,103.0,0.0,3617.0,103.0,0.0,3617.0,103.0,4.0,206.0,(3.0;101;2350)(0.0;206;3617)
1508,time,TIME-5b,5b,9,java.lang.UnsupportedOperationException,Java Runtime Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-5b/frame-2/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-5b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3136.0,5.0,0.0,4563.0,51.0,0.0,136472.0,11940.0,0.0,136472.0,11940.0,136.0,11966.0,(0.3695652173913043;101;4563)(0.0;11966;136472)
1510,time,TIME-7b,7b,6,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5763.0,19.0,0.0,7759.0,106.0,0.0,8313.0,117.0,0.0,8313.0,117.0,10.0,206.0,(3.0;101;5763)(0.0;206;8313)
1512,time,TIME-7b,7b,6,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5378.0,11.0,0.0,5378.0,11.0,0.0,10819.0,234.0,0.0,10819.0,234.0,12.0,311.0,(0.3;101;5378)(0.0;311;10819)
1514,time,TIME-18b,18b,8,org.joda.time.IllegalFieldValueException,Custom Exception,2,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-2/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,627.0,1.0,0.0,1807.0,40.0,0.2222222222222222,2131.0,76.0,0.2222222222222222,2131.0,76.0,,,(0.22222222222222224;101;2131)
1516,time,TIME-7b,7b,8,org.joda.time.IllegalFieldValueException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-3/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
1518,time,TIME-7b,7b,7,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3821.0,1.0,0.0,3906.0,3.0,0.0,3906.0,3.0,0.0,3906.0,3.0,8.0,101.0,(0.0;101;3906)
1520,time,TIME-18b,18b,8,org.joda.time.IllegalFieldValueException,Custom Exception,3,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-18b/frame-3/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-18b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,981.0,1.0,0.0,1131.0,6.0,0.2222222222222222,12208.0,916.0,0.2222222222222222,12208.0,916.0,,,(0.29729729729729726;101;2191)(0.22222222222222224;941;12208)
1522,time,TIME-7b,7b,8,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1385.0,4.0,0.0,1385.0,4.0,0.0,1385.0,4.0,0.0,1385.0,4.0,4.0,101.0,(0.0;101;1385)
1524,time,TIME-7b,7b,7,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4567.0,123.0,0.0,19104.0,1259.0,0.0,21106.0,1555.0,0.0,21106.0,1555.0,21.0,1571.0,(4.5;101;2190)(3.0;206;4567)(0.3;1361;19104)(0.0;1571;21106)
1526,time,TIME-7b,7b,7,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,9393.0,107.0,0.0,9394.0,107.0,0.0,9796.0,116.0,0.0,9796.0,116.0,12.0,206.0,(4.875;101;6568)(0.0;206;9796)
1528,time,TIME-7b,7b,8,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1514.0,1.0,0.0,14893.0,906.0,0.0,14893.0,906.0,0.0,14893.0,906.0,15.0,941.0,(3.0;101;1514)(0.0;941;14893)
1530,time,TIME-7b,7b,9,org.joda.time.IllegalFieldValueException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-3/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
1532,time,TIME-7b,7b,9,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3711.0,20.0,0.0,5018.0,104.0,0.0,5017.0,104.0,0.0,5018.0,104.0,6.0,206.0,(3.0;101;3711)(0.0;206;5018)
1534,time,TIME-7b,7b,8,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4693.0,2.0,0.0,10715.0,134.0,0.0,15985.0,317.0,0.0,15985.0,317.0,18.0,416.0,(3.0;101;4694)(0.3;206;11937)(0.0;416;15985)
1536,time,TIME-7b,7b,8,org.joda.time.IllegalFieldValueException,Custom Exception,5,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-5/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,15834.0,318.0,0.0,15834.0,318.0,0.0,15834.0,318.0,0.0,15834.0,318.0,18.0,416.0,(4.2;101;6483)(0.0;416;15834)
1538,time,TIME-7b,7b,9,org.joda.time.IllegalFieldValueException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-2/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5590.0,117.0,0.0,5590.0,117.0,0.0,12693.0,549.0,0.0,12700.0,549.0,13.0,626.0,(4.5;101;1351)(0.3560311284046692;206;5590)(0.0;626;12700)
1540,time,TIME-7b,7b,10,org.joda.time.IllegalFieldValueException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
1542,time,TIME-7b,7b,10,org.joda.time.IllegalFieldValueException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1334.0,2.0,0.0,1334.0,2.0,0.0,1334.0,2.0,0.0,1334.0,2.0,4.0,101.0,(0.0;101;1334)
1544,time,TIME-7b,7b,9,org.joda.time.IllegalFieldValueException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-7b/frame-4/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-7b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,6066.0,23.0,0.0,10344.0,171.0,0.0,18362.0,490.0,0.0,18362.0,490.0,19.0,521.0,(3.0;101;6066)(0.3;206;10344)(0.0;521;18362)
